,app_id,is_multiplayer,price,rating,release_date,required_age,title,ratings2021
173,8800,0,9.99,86,2007-07-24 00:00:00,0,Civilization IV: Beyond the Sword,96
174,8850,1,19.99,88,2010-02-09 00:00:00,17,BioShock® 2,89
175,8870,0,29.99,94,2013-03-25 00:00:00,17,BioShock Infinite,95
176,8880,1,4.99,90,2009-05-29 00:00:00,0,Freedom Force,60
177,8930,1,29.99,90,2010-09-21 00:00:00,0,Sid Meier's Civilization® V,96
178,8980,1,19.99,81,2009-10-26 00:00:00,17,Borderlands,93
179,9010,1,9.99,88,2007-08-03 00:00:00,0,Return to Castle Wolfenstein,92
180,9050,1,9.99,87,2007-08-03 00:00:00,17,DOOM 3,89
181,9200,1,19.99,79,2011-10-03 00:00:00,17,RAGE,74
182,9340,1,19.99,87,2007-09-24 00:00:00,18,Company of Heroes: Opposing Fronts,91
183,9350,1,14.99,86,2011-09-28 00:00:00,0,Supreme Commander,88
184,9420,1,14.99,81,2011-09-28 00:00:00,0,Supreme Commander: Forged Alliance,96
185,9460,0,19.99,73,2008-02-29 00:00:00,0,Frontlines™: Fuel of War™,63
186,9480,0,9.99,72,2009-01-07 00:00:00,17,Saints Row 2,77
187,9500,1,9.99,80,2007-07-20 00:00:00,0,Gish,63
188,9710,0,9.99,66,2008-03-12 00:00:00,0,Desperados 2: Cooper's Revenge,47
189,9730,0,9.99,67,2008-03-12 00:00:00,0,Tycoon City: New York,37
190,9760,1,2.99,74,2008-03-12 00:00:00,0,Act of War: High Treason,81
191,9800,0,4.99,69,2008-03-12 00:00:00,0,Death to Spies,74
192,9870,0,9.99,74,2009-06-16 00:00:00,0,Ghostbusters: The Videogame,-1
193,9880,1,0.0,72,2011-06-14 00:00:00,0,Champions Online,70
194,9900,1,0.0,76,2012-01-31 00:00:00,0,Star Trek Online,78
195,9930,1,19.99,72,2011-02-01 00:00:00,0,Test Drive Unlimited 2,-1
196,9940,0,2.99,52,2014-05-22 00:00:00,0,Blade Kitten,83
197,9980,0,6.99,67,2010-11-10 00:00:00,0,The UnderGarden,67
198,9990,0,9.99,43,2011-03-23 00:00:00,0,Ghostbusters: Sanctum of Slime,-1
199,10090,1,19.99,83,2008-11-18 00:00:00,17,Call of Duty: World at War,94
200,10130,1,19.99,71,2009-07-23 00:00:00,0,TimeShift™,79
201,10150,0,19.99,79,2009-06-10 00:00:00,17,Prototype™,79
202,10180,1,19.99,86,2009-11-11 00:00:00,0,Call of Duty®: Modern Warfare® 2,91
203,10190,1,19.99,86,2009-11-11 00:00:00,0,Call of Duty®: Modern Warfare® 2,91
204,10220,0,14.99,24,2012-02-17 00:00:00,17,Postal III,37
205,10460,1,14.99,67,2008-02-20 00:00:00,0,The Club™,53
206,10500,1,19.99,90,2009-03-03 00:00:00,0,Empire: Total War™,89
207,10530,1,14.99,60,2008-08-14 00:00:00,0,Space Siege,-1
208,10680,1,14.99,68,2010-02-16 00:00:00,17,Aliens vs. Predator™,89
209,11040,0,9.99,71,2008-08-07 00:00:00,0,Sherlock Holmes - Nemesis,73
210,11050,0,9.99,70,2008-08-07 00:00:00,0,Dracula Origin,67
211,11140,0,9.99,72,2009-08-06 00:00:00,0,Sherlock Holmes: The Awakened - Remastered Edition,73
212,11150,0,9.99,68,2009-08-06 00:00:00,0,Sherlock Holmes: The Silver Earring,59
213,11190,0,9.99,73,2009-12-23 00:00:00,0,Sherlock Holmes versus Jack the Ripper,77
214,11200,0,9.99,79,2007-11-14 00:00:00,17,Shadowgrounds Survivor,58
215,11250,1,7.99,67,2008-06-24 00:00:00,0,Pacific Storm,75
216,11260,1,13.99,60,2008-08-18 00:00:00,0,Pacific Storm Allies,59
217,11340,0,4.99,64,2009-03-19 00:00:00,0,Larva Mortus,76
218,11370,0,4.99,68,2009-07-30 00:00:00,0,Nikopol: Secrets of the Immortals,60
219,11450,0,4.99,81,2009-11-12 00:00:00,0,Overlord™,93
220,11480,1,4.99,77,2014-07-03 00:00:00,0,Soldiers: Heroes of World War II,83
221,11560,0,4.99,58,2009-02-13 00:00:00,0,Maelstrom: The Battle for Earth Begins,63
222,11590,0,4.99,51,2009-02-13 00:00:00,0,Hospital Tycoon,47
223,11900,0,9.99,74,2008-04-18 00:00:00,0,LUMINES™,-1
224,12100,0,9.99,93,2011-01-06 00:00:00,17,Grand Theft Auto III,86
225,12110,0,9.99,94,2011-01-10 00:00:00,17,Grand Theft Auto: Vice City,92
226,12120,0,14.99,93,2011-01-06 00:00:00,17,Grand Theft Auto: San Andreas,91
227,12130,0,9.99,75,2008-01-04 00:00:00,17,Manhunt,66
228,12140,0,9.99,89,2008-01-04 00:00:00,17,Max Payne,90
229,12150,0,9.99,86,2008-01-04 00:00:00,17,Max Payne 2: The Fall of Max Payne,94
230,12160,1,9.99,81,2008-01-04 00:00:00,0,Midnight Club 2,84
231,12200,0,14.99,72,2008-10-21 00:00:00,0,Bully: Scholarship Edition,83
232,12210,1,19.99,90,2008-12-02 00:00:00,17,Grand Theft Auto IV,71
233,12310,0,9.99,66,2008-01-18 00:00:00,0,Culpa Innata,76
234,12320,0,9.99,74,2008-07-09 00:00:00,0,Sacred Gold,82
235,12330,0,7.99,71,2008-02-13 00:00:00,0,Darkstar One,82
236,12340,0,9.99,69,2008-06-27 00:00:00,0,Jack Keane,67
237,12360,1,19.99,79,2008-08-26 00:00:00,0,FlatOut: Ultimate Carnage,85
238,12420,1,14.99,43,2009-02-10 00:00:00,0,Perimeter 2: New Earth,20
239,12470,0,4.99,75,2009-06-16 00:00:00,0,Port Royale 2,67
240,12500,1,9.99,84,2008-01-29 00:00:00,0,PuzzleQuest: Challenge of the Warlords,87
241,12630,0,9.99,57,2009-05-05 00:00:00,0,Legend - Hand of God,-1
242,12640,0,9.99,75,2009-03-09 00:00:00,0,Drakensang,79
243,12750,0,14.99,87,2008-06-04 00:00:00,0,GRID™,-1
244,12770,0,9.99,59,2009-01-07 00:00:00,17,Rise of the Argonauts,75
245,12790,1,9.99,41,2009-05-22 00:00:00,17,Damnation,50
246,12810,0,9.99,79,2009-06-24 00:00:00,0,Overlord II,88
247,12830,0,9.99,76,2009-10-06 00:00:00,17,Operation Flashpoint: Dragon Rising,66
248,12900,0,9.99,85,2008-02-15 00:00:00,0,AudioSurf,95
249,13000,1,4.99,57,2008-03-21 00:00:00,0,Ninja Reflex: Steamworks Edition,92
250,13140,1,0.0,70,2009-06-17 00:00:00,0,America's Army 3,69
251,13200,0,14.99,75,2008-03-17 00:00:00,17,Unreal 2: The Awakening,68
252,13210,1,19.99,83,2009-03-05 00:00:00,17,Unreal Tournament 3 Black,89
253,13230,1,14.99,93,2004-03-17 00:00:00,17,Unreal Tournament 2004: Editor's Choice Edition,97
254,13240,1,9.99,92,2008-03-17 00:00:00,17,Unreal Tournament: Game of the Year Edition,97
255,13500,0,9.99,83,2008-11-21 00:00:00,17,Prince of Persia: Warrior Within™,86
256,13520,0,9.99,89,2008-04-01 00:00:00,17,Far Cry®,82
257,13530,0,9.99,85,2008-11-21 00:00:00,17,Prince of Persia: The Two Thrones™,77
258,13540,1,9.99,85,2008-04-09 00:00:00,17,Tom Clancy's Rainbow Six® Vegas,78
259,13560,0,9.99,91,2008-04-01 00:00:00,0,Tom Clancy's Splinter Cell®,86
260,13570,1,9.99,92,2009-08-27 00:00:00,0,Tom Clancy's Splinter Cell Chaos Theory®,92
261,13580,1,9.99,80,2009-02-13 00:00:00,17,Tom Clancy's Splinter Cell Double Agent®,39
262,13600,0,9.99,89,2008-11-21 00:00:00,0,Prince of Persia®: The Sands of Time,87
263,13620,1,4.99,82,2008-07-15 00:00:00,17,Tom Clancy's Ghost Recon® Desert Siege™,95
264,13630,0,4.99,82,2008-07-15 00:00:00,0,Tom Clancy's Ghost Recon® Island Thunder™,87
265,15000,1,9.99,59,2008-05-13 00:00:00,17,Tom Clancy's Rainbow Six Lockdown™,56
266,15080,0,9.99,58,2008-06-13 00:00:00,0,Rayman Raving Rabbids™,80
267,15100,0,19.99,79,2008-04-09 00:00:00,17,Assassin's Creed™: Director's Cut Edition,83
268,15120,1,9.99,78,2008-04-16 00:00:00,17,Tom Clancy's Rainbow Six® Vegas 2,85
269,15170,0,9.99,77,2008-05-13 00:00:00,0,Heroes of Might & Magic V,87
270,15190,0,9.99,87,2008-05-13 00:00:00,17,Brothers in Arms: Road to Hill 30™,86
