app_id,title,price,release_date,rating,required_age,is_multiplayer,total_positive,total_negative
214360,Tower Wars,7.99,2012-08-14 00:00:00,59,0,1,822,312
214420,Gear Up,0.0,2015-01-28 00:00:00,-1,0,1,849,136
214490,Alien: Isolation,49.99,2014-10-06 00:00:00,81,16,0,28223,2331
214510,LEGO The Lord of the Rings,19.99,2012-11-27 00:00:00,80,0,0,3588,411
214550,Eets Munchies,6.99,2014-03-11 00:00:00,-1,0,0,109,16
214560,Mark of the Ninja,14.99,2012-10-16 00:00:00,91,17,0,11198,374
214570,ETHER VAPOR Remaster,7.99,2012-09-27 00:00:00,-1,0,0,98,16
214590,Fairy Bloom Freesia,7.99,2012-10-17 00:00:00,-1,0,0,496,46
214610,Cherry Tree High Comedy Club,7.99,2012-11-08 00:00:00,-1,0,0,278,31
214630,Call of Duty: Black Ops - Mac Edition,39.99,2012-09-27 00:00:00,-1,18,1,147,91
214700,Thirty Flights of Loving,4.99,2012-08-20 00:00:00,88,0,0,723,376
214730,Space Rangers HD: A War Apart,14.99,2013-10-17 00:00:00,68,0,0,3562,209
214770,Guacamelee! Gold Edition,14.99,2013-08-08 00:00:00,88,0,0,2593,175
214790,The Basement Collection,3.99,2012-08-31 00:00:00,-1,0,0,715,103
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,9.99,2012-09-27 00:00:00,75,0,1,834,104
214850,GameMaker: Studio,0.0,2012-10-02 00:00:00,-1,0,0,136,14
214870,Painkiller Hell & Damnation,19.99,2012-10-31 00:00:00,64,0,1,1674,495
214910,Air Conflicts: Pacific Carriers,12.99,2012-09-21 00:00:00,-1,0,1,113,97
214950,Total War™: ROME II - Emperor Edition,59.95,2013-09-02 00:00:00,76,0,1,28943,5678
214970,Intrusion 2,9.99,2012-09-11 00:00:00,80,0,0,730,74
215080,WAKFU,0.0,2014-09-18 00:00:00,76,0,1,103,42
215100,Ragnarok Online,0.0,2013-10-31 00:00:00,79,0,1,11,7
215120,ROSE Online,0.0,2012-10-23 00:00:00,-1,0,1,6,1
215160,The Book of Unwritten Tales,19.99,2012-07-31 00:00:00,82,0,0,1144,124
215280,The Secret World,29.99,2012-08-08 00:00:00,74,17,1,3014,1179
215390,Damage Inc. Pacific Squadron WWII,39.99,2012-08-28 00:00:00,-1,0,1,7,7
215470,Primal Carnage,7.99,2012-10-29 00:00:00,67,0,1,3766,1076
215510,Rocketbirds: Hardboiled Chicken,9.99,2012-10-15 00:00:00,74,0,1,1451,344
215530,The Incredible Adventures of Van Helsing,14.99,2013-05-22 00:00:00,72,0,1,5115,988
215550,Zombie Playground™,14.99,2015-07-27 00:00:00,-1,0,1,44,49
215630,Demonicon,19.99,2013-10-24 00:00:00,-1,0,0,241,122
215670,Home,2.99,2012-08-31 00:00:00,69,0,0,740,310
215690,Zeno Clash 2,14.99,2013-04-30 00:00:00,-1,0,0,445,98
215710, Fieldrunners 2,9.99,2013-01-10 00:00:00,73,0,0,234,31
215770,Shad'O,9.99,2012-09-04 00:00:00,68,0,0,24,19
215790,Dream Pinball 3D,6.99,2012-09-19 00:00:00,61,0,1,94,220
215870,Dungeon-Party,0.0,2013-03-13 00:00:00,-1,0,1,0,0
215930,Jagged Alliance 2 - Wildfire,6.99,2012-11-16 00:00:00,-1,0,0,574,189
216090,Go Home Dinosaurs!,9.99,2013-03-14 00:00:00,-1,0,0,280,19
216110,Tiny Troopers,4.99,2012-08-24 00:00:00,57,0,0,728,166
216130,Gemini Wars,14.99,2012-11-02 00:00:00,53,0,1,28,91
216150,MapleStory,0.0,2012-08-09 00:00:00,-1,0,1,62,45
216210,Secret Files 3,9.99,2012-09-13 00:00:00,67,0,0,62,36
216250,Dead Island Riptide,19.99,1970-01-01 00:00:00,61,17,1,4386,720
216260,Don Bradman Cricket 14,39.99,2014-06-25 00:00:00,-1,0,1,377,53
216290,Gateways,4.99,2012-09-13 00:00:00,72,0,0,142,11
216330,Sleeping Dogs: Ghost Pig,0.0,2012-11-02 00:00:00,-1,17,0,0,1
216390,Fallen Enchantress: Ultimate Edition,39.99,2012-10-23 00:00:00,78,0,0,160,78
216670,Great Big War Game,6.99,2012-08-28 00:00:00,-1,0,1,37,2
216890,Blood Bowl: Chaos Edition,29.99,2012-10-11 00:00:00,-1,0,1,967,253
216910,Of Orcs And Men,29.99,2012-10-11 00:00:00,69,0,0,769,258
216930,Luxor: Amun Rising HD,9.99,2012-09-03 00:00:00,-1,0,0,7,1
217080,Doctor Who: The Eternity Clock,9.99,2012-11-15 00:00:00,-1,0,0,183,47
217100,Dementium II HD,4.99,2013-12-17 00:00:00,37,17,0,339,385
217120,Waves²,9.99,2015-12-16 00:00:00,-1,0,0,71,7
217140,Rise of the Triad,14.99,2013-07-31 00:00:00,-1,17,1,1139,524
217200,Worms Armageddon,14.99,2013-03-19 00:00:00,-1,0,1,4054,245
217270,Karateka,9.99,2012-12-03 00:00:00,48,0,0,86,26
217290,Din's Curse,9.99,2012-08-22 00:00:00,76,0,1,149,24
217690,Anna - Extended Edition,9.99,2013-04-12 00:00:00,75,0,0,577,306
217790,Dogfight 1942,9.99,2012-09-21 00:00:00,-1,0,0,307,94
217860,Special Forces: Team X,9.99,2013-02-06 00:00:00,48,18,1,108,89
217920,Alien Rage - Unlimited,19.99,2013-09-24 00:00:00,52,17,1,754,344
218020,Nethergate: Resurrection,4.99,2012-10-05 00:00:00,-1,0,0,60,8
218040,Democracy 2,19.99,2012-10-11 00:00:00,-1,0,0,38,33
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,14.99,2013-02-26 00:00:00,85,0,0,1439,90
218090,Unity of Command: Stalingrad Campaign,19.99,2012-10-17 00:00:00,84,0,1,527,141
218130,Dungeonland,0.0,2013-11-12 00:00:00,67,0,1,210,132
218170,Age of Conan: Unchained,0.0,2013-02-22 00:00:00,-1,0,0,0,0
218230,PlanetSide 2,0.0,2012-11-20 00:00:00,84,0,1,464,165
218310,Frontline Tactics,0.0,2012-10-26 00:00:00,-1,0,1,4,7
218330,Smashmuck Champions,0.0,2013-09-11 00:00:00,-1,13,1,0,0
218410,Defender's Quest: Valley of the Forgotten,14.99,2012-10-30 00:00:00,-1,0,0,2306,99
218510,Planets Under Attack,9.99,2012-09-27 00:00:00,-1,0,1,201,109
218620,PAYDAY 2,19.99,2013-08-13 00:00:00,79,18,1,272248,36483
218640,Lucius,9.99,2012-10-26 00:00:00,59,18,0,4522,1138
218660,iBomber Attack,5.99,2012-11-01 00:00:00,-1,0,0,56,13
218680,Scribblenauts Unlimited,19.99,2012-11-19 00:00:00,75,0,0,5345,408
218700,Angelica Weaver: Catch Me When You Can,13.99,2013-01-07 00:00:00,-1,0,0,19,7
218740,Pid,9.99,2012-10-31 00:00:00,63,0,0,189,76
218820,Mercenary Kings,19.99,2014-03-25 00:00:00,76,12,1,849,278
218860,Cabela's® Dangerous Hunts 2013,29.99,2012-10-22 00:00:00,-1,0,0,30,49
218980,Patterns,0.0,1970-01-01 00:00:00,-1,0,1,16,93
219070,Miner Wars Arena,4.99,2012-08-28 00:00:00,-1,0,0,2,4
219150,Hotline Miami,9.99,2012-10-23 00:00:00,85,17,0,49373,1300
219190,Ultratron,9.99,2013-03-18 00:00:00,-1,0,0,425,52
219200,Droid Assault,9.99,2013-01-09 00:00:00,-1,0,0,210,42
219340,The Banner Saga: Factions,0.0,2013-02-25 00:00:00,67,0,1,1,2
219600,NBA2K13,29.99,2012-10-30 00:00:00,90,0,0,252,56
219640,Chivalry: Medieval Warfare,24.99,2012-10-16 00:00:00,79,0,1,37678,7594
219680,Proteus,9.99,2013-01-30 00:00:00,80,0,0,1025,250
219700,Dogs of War Online,0.0,2014-02-04 00:00:00,-1,0,1,1,2
219740,Don't Starve,14.99,1970-01-01 00:00:00,79,0,0,68888,2312
219760,Beyond Divinity,5.99,2012-10-29 00:00:00,73,0,0,211,175
219780,Divinity II: Developer's Cut,19.99,2012-10-29 00:00:00,-1,0,0,2292,472
219800,Pro Cycling Manager 2013,9.99,2013-06-20 00:00:00,-1,0,1,64,31
219830,King Arthur's Gold,9.99,2013-11-05 00:00:00,81,0,1,2241,456
219890,Antichamber,19.99,2013-01-31 00:00:00,82,0,0,10415,491
219910,Edna & Harvey: Harvey's New Eyes,49.99,2012-10-16 00:00:00,75,0,0,1627,190
219950,NiGHTS Into Dreams,9.99,2012-12-17 00:00:00,-1,0,0,549,69
219990,Grim Dawn,24.99,2016-02-25 00:00:00,83,0,1,47994,3553
220090,The Journey Down: Chapter One,8.99,2013-01-09 00:00:00,72,0,0,544,85
220160,Trials Evolution: Gold Edition,19.99,2013-03-21 00:00:00,85,0,1,1364,409
220200,Kerbal Space Program,39.99,2015-04-27 00:00:00,88,0,0,67163,4028
220240,Far Cry 3,19.99,2012-12-04 00:00:00,88,17,1,55464,6351
220260,Farming Simulator 2013 Titanium Edition,19.99,2013-10-09 00:00:00,-1,0,1,3059,304
220420,Nancy Drew: The Deadly Device,19.99,2012-10-23 00:00:00,-1,0,0,25,3
220440,DmC: Devil May Cry,29.99,2013-01-24 00:00:00,85,17,0,11307,711
220460,Cargo Commander,9.99,2012-11-01 00:00:00,-1,0,0,490,109
220660,StarDrive,29.99,2013-04-26 00:00:00,61,0,0,503,674
220700,RPG Maker VX Ace,69.99,2012-12-10 00:00:00,-1,0,0,2483,148
220740,Chaos on Deponia,19.99,2012-11-06 00:00:00,78,0,0,1464,143
220780,Thomas Was Alone,9.99,2012-11-12 00:00:00,77,0,0,3281,216
220820,Zombie Driver HD,9.99,2012-10-17 00:00:00,-1,0,0,1941,370
220860,McPixel,4.99,2012-09-25 00:00:00,76,0,0,1991,298
220900,Jack Lumber,4.99,2013-04-30 00:00:00,-1,0,0,24,4
220960,ACDSee 15,49.99,2012-12-11 00:00:00,-1,0,0,10,8
220980,CRYENGINE,0.0,1970-01-01 00:00:00,-1,0,0,166,63
221020,Towns,14.99,2012-11-07 00:00:00,-1,0,0,610,1646
221040,Resident Evil 6 / Biohazard 6,29.99,2013-03-22 00:00:00,69,16,1,16527,4151
221100,DayZ,34.99,2013-12-16 00:00:00,-1,17,1,147409,69473
221180,Eufloria HD,14.99,2014-10-14 00:00:00,-1,0,0,386,29
221220,iPi Recorder 2,0.0,1970-01-01 00:00:00,-1,0,0,0,0
221260,Little Inferno,9.99,2012-11-19 00:00:00,68,0,0,4456,226
221300,Monopoly,9.99,2012-11-30 00:00:00,-1,0,0,189,128
221380,Age of Empires II HD,19.99,2013-04-09 00:00:00,68,0,1,68312,3222
221540,DG2: Defense Grid 2,14.99,2014-09-23 00:00:00,81,0,1,1534,300
221640,Super Hexagon,2.99,2012-11-27 00:00:00,88,0,0,15627,424
221680,Rocksmith 2014,39.99,2013-10-22 00:00:00,-1,0,0,8043,765
221810,The Cave,14.99,2013-01-23 00:00:00,68,0,0,1665,248
221830,The Book of Unwritten Tales: The Critter Chronicles,19.99,2012-12-05 00:00:00,73,0,0,236,44
221910,The Stanley Parable,14.99,2013-10-17 00:00:00,88,0,0,31697,2713
222140,Puddle,7.99,2012-11-09 00:00:00,-1,0,0,249,80
222160,"Hamlet or the Last Game without MMORPG Features, Shaders ...",4.99,2012-10-22 00:00:00,-1,0,0,182,90
222180,Mushroom Men: Truffle Trouble,11.99,2015-03-10 00:00:00,55,0,0,6,6
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,14.99,2014-12-16 00:00:00,-1,0,1,1069,173
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,14.99,2015-02-27 00:00:00,-1,0,1,1786,98
222480,Resident Evil Revelations / Biohazard Revelations,29.99,2013-05-20 00:00:00,77,17,0,4455,698
222520,Champions of Regnum,0.0,2013-02-27 00:00:00,-1,0,0,4,2
222606,Train Simulator: Pacific Surfliner® LA - San Diego Route,39.99,2013-10-17 00:00:00,-1,0,0,11,0
222615,Train Simulator: West Somerset Railway Route Add-On,29.99,2013-11-14 00:00:00,-1,0,0,0,0
222618,Train Simulator: East Coast Main Line London-Peterborough Route Add-On,29.99,2013-12-05 00:00:00,-1,0,0,16,4
222638,Train Simulator: South London Network Route Add-On,39.99,2014-11-13 00:00:00,-1,0,0,0,0
222640,Aarklash: Legacy,19.99,2013-09-12 00:00:00,72,0,0,423,124
222660,Retro/Grade,9.99,2013-03-20 00:00:00,-1,0,0,170,25
222730,Reus,9.99,2013-05-16 00:00:00,75,0,0,3299,933
222750,Wargame: Airland Battle,19.99,2013-05-29 00:00:00,80,0,1,2832,389
222880,Insurgency,14.99,2014-01-22 00:00:00,74,0,1,76948,6909
222940,THE KING OF FIGHTERS XIII STEAM EDITION,19.99,2013-09-13 00:00:00,-1,0,1,4968,548
222980,Dead Pixels,2.99,2012-12-07 00:00:00,-1,0,0,1685,265
223000,7 Wonders: Ancient Alien Makeover,9.99,2012-10-24 00:00:00,-1,0,0,54,3
223100,Homefront®: The Revolution,59.99,2016-05-17 00:00:00,-1,0,0,5279,3338
223220,Giana Sisters: Twisted Dreams,14.99,2012-10-22 00:00:00,77,0,1,707,146
223280,Cut the Rope,4.99,2013-03-22 00:00:00,-1,0,0,65,7
223330,Sea Dogs: To Each His Own,14.99,2012-12-01 00:00:00,-1,0,0,987,344
223410,Perpetuum,9.99,2014-10-17 00:00:00,-1,0,1,400,184
223430,Miner Wars 2081,9.99,2012-11-28 00:00:00,52,0,1,67,144
223450,Dyad,14.99,2013-04-24 00:00:00,80,0,0,148,40
223470,POSTAL 2,9.99,2012-11-02 00:00:00,59,18,0,44846,2051
223490,Blockscape,19.99,2014-07-03 00:00:00,-1,0,1,300,399
223510,Miasmata,14.99,2012-11-28 00:00:00,76,0,0,697,216
223591,The Sims™ 3,19.99,2011-01-27 00:00:00,86,0,0,0,0
223630,AirBuccaneers,0.0,1970-01-01 00:00:00,74,0,1,114,62
223670,F1 2013,24.99,2013-10-03 00:00:00,77,0,1,1098,132
223710,Cry of Fear,0.0,2013-04-25 00:00:00,-1,0,0,257,78
223730,Fly'N,9.99,2012-11-09 00:00:00,80,0,0,236,26
223750,DCS World,0.0,2013-08-02 00:00:00,-1,0,1,308,65
223810,Ys I & II Chronicles+,14.99,2013-02-14 00:00:00,-1,0,0,1352,159
223830,Xenonauts,24.99,2014-06-16 00:00:00,77,0,0,2275,305
223850,3DMark,24.99,2013-02-04 00:00:00,-1,0,0,6107,499
223870,Ys I & II Chronicles+,14.99,2013-02-14 00:00:00,-1,0,0,99,4
224040,LocoCycle,9.99,2014-02-14 00:00:00,-1,0,0,157,38
224060,Deadpool,39.99,2013-06-25 00:00:00,63,17,0,2201,230
224220,Pressure,7.99,2013-03-26 00:00:00,64,0,1,302,86
224260,No More Room in Hell,0.0,2013-10-31 00:00:00,-1,0,1,648,123
224280,RPG Maker VX Ace Lite,0.0,1970-01-01 00:00:00,-1,0,0,0,1
224300,Legacy of Kain: Defiance,6.99,2012-12-06 00:00:00,70,17,0,544,84
224340,Fast & Furious™: Showdown,29.99,2013-05-21 00:00:00,-1,0,0,16,30
224380,Virtual DJ - Broadcaster Edition,49.99,2013-03-07 00:00:00,-1,0,0,30,36
224440,Folk Tale,24.99,2013-05-01 00:00:00,-1,0,0,1031,1468
224460,Contrast,14.99,2013-11-15 00:00:00,62,0,0,3497,377
224480,Octodad: Dadliest Catch,14.99,2014-01-30 00:00:00,69,0,0,6357,484
224500,Gnomoria,14.99,2016-02-23 00:00:00,-1,0,0,2110,605
224540,Ace of Spades: Battle Builder,14.99,2012-12-12 00:00:00,-1,0,1,8306,4696
224600,Defiance,0.0,2014-06-04 00:00:00,64,17,1,1857,649
224700,The Game of Life,9.99,2013-06-10 00:00:00,-1,0,0,28,41
224740,Clockwork Empires,29.99,2014-08-15 00:00:00,-1,0,0,272,358
224760,FEZ,9.99,2013-05-01 00:00:00,91,0,0,8177,612
224820,Super House of Dead Ninjas,6.99,2013-02-18 00:00:00,79,0,0,1256,53
224860,Arma Tactics,8.99,2013-10-01 00:00:00,47,0,0,106,223
224900,Iron Sky: Invasion,19.99,2012-12-13 00:00:00,-1,0,0,209,139
224920,Legacy of Kain: Soul Reaver,6.99,2012-12-06 00:00:00,-1,17,0,946,358
224940,Legacy of Kain: Soul Reaver 2,6.99,2012-12-06 00:00:00,77,17,0,362,164
224960,Tomb Raider I,6.99,2012-11-28 00:00:00,-1,13,0,2220,412
224980,Tomb Raider IV: The Last Revelation,6.99,2012-11-28 00:00:00,-1,13,0,596,92
225000,Tomb Raider V: Chronicles,6.99,2012-11-28 00:00:00,-1,13,0,329,108
225020,Tomb Raider VI: The Angel of Darkness,6.99,2012-11-28 00:00:00,-1,13,0,474,349
225080,Brothers - A Tale of Two Sons,14.99,2013-09-03 00:00:00,90,0,0,29054,1638
225160,Shadow Warrior Classic Redux,9.99,2013-07-08 00:00:00,-1,18,0,1802,172
225180,Narco Terror,9.99,2013-07-31 00:00:00,-1,0,1,80,26
225260,Brutal Legend,14.99,2013-02-26 00:00:00,80,0,1,7568,457
225280,Full Mojo Rampage,12.99,2014-05-08 00:00:00,-1,0,1,423,70
225300,Tomb Raider II,6.99,2012-11-28 00:00:00,-1,13,0,1077,163
225320,Tomb Raider III,6.99,2012-11-28 00:00:00,-1,13,0,646,127
225360,DARK,19.99,2013-07-03 00:00:00,41,17,0,316,306
225420,Cities in Motion 2,19.99,2013-04-02 00:00:00,72,0,1,646,434
225540,Just Cause™ 3,59.99,2015-11-30 00:00:00,74,17,0,52931,12682
225600,Blade Symphony,9.99,2014-05-07 00:00:00,72,0,1,2064,928
225640,Sacred 2 Gold,14.99,2012-12-21 00:00:00,-1,0,0,1259,402
225840,Sven Co-op,0.0,2016-01-22 00:00:00,-1,0,1,301,23
226100,PixelJunk™ Nom Nom Galaxy,9.99,2015-08-03 00:00:00,68,0,1,468,152
226120,Weird Worlds: Return to Infinite Space,4.99,2013-03-19 00:00:00,79,0,0,94,34
226320,Marvel Heroes 2016,0.0,2013-06-03 00:00:00,81,0,0,280,517
226560,Escape Dead Island,19.99,2014-11-18 00:00:00,52,17,0,406,301
226580,F1 2014,29.99,2014-10-16 00:00:00,61,0,1,1197,239
226620,Desktop Dungeons,14.99,2013-11-07 00:00:00,82,0,0,861,104
226700,Infestation: Survivor Stories Classic,19.99,2012-12-17 00:00:00,-1,17,1,7271,10298
226720,LOST PLANET® 3,24.99,2013-08-26 00:00:00,-1,0,1,928,544
226740,Monster Loves You!,9.99,2013-03-18 00:00:00,-1,0,0,614,182
226780,MUD Motocross World Championship,9.99,2013-02-26 00:00:00,-1,0,1,45,40
226820,Nancy Drew: the Ghost of Thornton Hall,19.99,2013-05-14 00:00:00,-1,0,0,113,11
226840,Age of Wonders III,29.99,2014-03-31 00:00:00,80,0,1,4728,1087
226860,Galactic Civilizations III,39.99,2015-05-14 00:00:00,81,0,1,5866,1747
226960,Ironclad Tactics,14.99,2013-09-18 00:00:00,69,0,1,161,49
226980,Pinball FX2,0.0,2013-05-10 00:00:00,84,0,0,1346,74
227000,Primordia,9.99,2012-12-05 00:00:00,72,0,0,2188,60
227020,Rise of Venice,24.99,2013-09-27 00:00:00,66,0,1,161,111
227060,Hegemony Rome: The Rise of Caesar,29.99,2014-05-15 00:00:00,-1,0,0,190,128
227080,Papo & Yo,14.99,2013-04-18 00:00:00,70,0,0,970,55
227100,Sniper Elite: Nazi Zombie Army,14.99,2013-02-28 00:00:00,62,0,0,2645,349
227160,Kinetic Void,19.99,2014-11-21 00:00:00,-1,0,0,248,1098
227180,Kingdom Wars,0.0,2013-04-01 00:00:00,-1,0,1,354,333
227200,Waking Mars,9.99,2012-12-13 00:00:00,79,0,0,527,64
227220,Sang-Froid - Tales of Werewolves,14.99,2013-04-05 00:00:00,79,0,0,1110,141
227240,Construct 2,0.0,2013-01-25 00:00:00,-1,0,0,15,4
227260,DisplayFusion,29.99,2013-03-29 00:00:00,-1,0,0,656,67
227300,Euro Truck Simulator 2,34.99,2013-01-16 00:00:00,79,0,0,294163,7952
227320,You Need a Budget 4,59.99,2012-12-19 00:00:00,-1,0,0,1144,101
227380,Dragon's Lair,9.99,2013-05-17 00:00:00,-1,0,0,358,95
227400,Darkfall Unholy Wars,14.95,2013-04-25 00:00:00,-1,18,0,244,117
227480,God Mode,9.99,2013-04-19 00:00:00,58,17,1,1127,476
227560,Scourge: Outbreak,7.99,2014-04-02 00:00:00,-1,17,1,132,70
227580,"10,000,000",4.99,2013-01-15 00:00:00,67,0,0,1398,145
227600,Castle of Illusion,14.99,2013-09-04 00:00:00,-1,0,0,1580,187
227680,StarForge,9.99,2014-09-22 00:00:00,-1,0,1,974,6404
227700,Firefall,0.0,2014-07-29 00:00:00,60,0,1,277,176
227760,March of the Eagles,19.99,2013-02-18 00:00:00,71,0,1,131,63
227780,Serious Sam Classics: Revolution,9.99,2014-04-30 00:00:00,-1,0,1,1934,184
227800,Retrovirus,9.99,2013-01-31 00:00:00,70,0,1,60,22
227860,Castle Story,19.99,2013-09-23 00:00:00,-1,0,1,3724,2234
227900,Battleship,9.99,2013-06-10 00:00:00,-1,0,0,24,16
227920,Risk,9.99,2013-06-10 00:00:00,-1,0,0,126,135
227940,Heroes & Generals,0.0,2014-07-11 00:00:00,-1,0,1,1556,1005
228180,Action! - Gameplay Recording and Streaming,49.99,2014-05-08 00:00:00,-1,0,0,3509,652
228260,Fallen Enchantress: Legendary Heroes,24.99,2013-05-22 00:00:00,80,0,0,1033,294
228280,Baldur's Gate: Enhanced Edition,19.99,2013-01-16 00:00:00,78,0,1,7408,759
228300,Remember Me,29.99,2013-06-03 00:00:00,65,16,0,6896,1360
228320,A Valley Without Wind 2,14.99,2013-02-18 00:00:00,68,0,1,53,54
228380,Next Car Game: Wreckfest,39.99,2014-01-14 00:00:00,-1,0,1,15634,2851
228400,Ace Combat Assault Horizon - Enhanced Edition,19.99,2013-01-24 00:00:00,77,0,1,1884,1266
228440,Cubemen 2,7.99,2013-04-08 00:00:00,68,0,1,84,36
228560,Teenage Mutant Ninja Turtles™: Out of the Shadows,14.99,2013-08-28 00:00:00,-1,0,1,343,284
228760,TrackMania² Canyon,19.99,2013-02-27 00:00:00,81,0,1,943,243
228880,Ashes of the Singularity,44.99,2016-03-31 00:00:00,68,0,1,790,423
228940,Carnage Racing ™,0.0,2013-11-21 00:00:00,-1,0,1,135,39
228960,Skulls of the Shogun,9.99,2013-07-29 00:00:00,72,0,1,350,31
229480,Dungeons & Dragons: Chronicles of Mystara,14.99,2013-06-18 00:00:00,-1,0,1,735,167
229520,Dungeon Hearts,2.99,2013-03-28 00:00:00,73,0,0,220,108
229580,Dream,16.99,2015-07-31 00:00:00,59,0,0,491,368
229600,Bientôt l'été,9.99,2013-02-06 00:00:00,62,0,1,75,69
229790,Might & Magic: Heroes VI - Shades of Darkness,14.99,2013-05-02 00:00:00,-1,0,1,4,1
229810,A Fistful of Gun,12.99,2015-09-23 00:00:00,60,0,1,60,44
229870,ShootMania Storm,19.99,2013-04-10 00:00:00,76,0,1,475,86
229890,Joe Danger,14.99,2013-06-24 00:00:00,-1,0,0,51,11
229950,Resident Evil 6 Benchmark Tool,0.0,1970-01-01 00:00:00,-1,0,0,4,1
229970,Armada 2526 Gold Edition,19.99,2013-02-28 00:00:00,66,0,1,44,28
230050,DLC Quest,2.99,2013-03-18 00:00:00,-1,0,0,4402,593
230070,The Age of Decadence,29.99,2015-10-14 00:00:00,81,0,0,2037,461
230150,Incredipede,9.99,2013-03-18 00:00:00,74,0,0,108,30
230190,War for the Overworld,29.99,2015-04-02 00:00:00,65,0,1,4170,703
230230,Divinity: Original Sin (Classic),0.0,2014-06-30 00:00:00,87,0,1,7149,719
230270,N++ (NPLUSPLUS),0.0,1970-01-01 00:00:00,-1,0,1,1715,69
230290,Universe Sandbox ²,24.99,2015-08-24 00:00:00,-1,0,0,10701,519
230310,Akaneiro: Demon Hunters,0.0,2014-11-25 00:00:00,53,0,0,54,128
230330,FINAL FANTASY® XI: Ultimate Collection Seekers Edition,39.99,2013-04-19 00:00:00,-1,0,0,143,24
230410,Warframe,0.0,2013-03-25 00:00:00,68,17,1,2598,323
230650,Lords of Football,19.99,2013-04-05 00:00:00,52,0,0,120,119
230700,La-Mulana,14.99,2013-04-15 00:00:00,80,0,0,1237,286
230760,DIVO,4.99,2013-02-01 00:00:00,-1,0,0,1,2
230780,articy:draft SE,99.99,2013-02-27 00:00:00,-1,0,0,54,7
230820,The Night of the Rabbit,49.99,2013-05-28 00:00:00,75,0,0,1753,190
230840,Daylight,9.99,2014-04-29 00:00:00,51,16,0,525,462
230860,Cannon Brawl,14.99,2014-09-19 00:00:00,-1,0,1,460,40
230980,Starseed Pilgrim,5.99,2013-04-16 00:00:00,83,0,0,120,32
231020,Storm,9.99,2013-06-27 00:00:00,63,0,0,42,20
231040,Beatbuddy: Tale of the Guardians,9.99,2013-08-06 00:00:00,75,0,0,320,50
231060,Ragnarok Online 2,0.0,2013-05-01 00:00:00,-1,0,1,12,13
231140,Cities XL Platinum,19.99,2013-02-06 00:00:00,-1,0,0,531,418
231160,The Swapper,14.99,2013-05-30 00:00:00,87,0,0,4024,262
231180,Art Rage 4,49.99,2013-02-12 00:00:00,-1,0,0,84,4
231200,Kentucky Route Zero,24.99,2013-02-22 00:00:00,81,0,0,1580,328
231310,MirrorMoon EP,9.99,2013-09-04 00:00:00,73,0,0,201,100
231330,Deadfall Adventures,19.99,2013-11-15 00:00:00,53,0,1,801,280
231430,Company of Heroes 2,34.99,2013-06-25 00:00:00,80,17,1,37447,9601
231720,Bad Hotel,4.99,2013-10-16 00:00:00,-1,0,0,16,38
231740,Knights of Pen and Paper +1 Edition,9.99,2013-06-18 00:00:00,-1,0,0,1372,256
231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,19.99,2013-06-27 00:00:00,-1,0,0,231,51
231990,Spider-Man™: Shattered Dimensions,29.99,2015-10-23 00:00:00,68,0,0,188,116
232010,Euro Truck Simulator,8.99,2013-03-08 00:00:00,-1,0,0,3907,896
232050,Eador: Masters of the Broken World,19.99,2013-04-19 00:00:00,74,0,1,944,470
232090,Killing Floor 2,29.99,2015-04-21 00:00:00,-1,17,1,58682,7393
232430,Gone Home,19.99,2013-08-15 00:00:00,86,0,0,9105,2738
232450,SolForge,0.0,1970-01-01 00:00:00,-1,0,1,41,24
232750,Mars: War Logs,14.99,2013-04-26 00:00:00,59,0,0,1324,466
232770,POSTAL,1.99,2013-03-21 00:00:00,56,18,0,1905,333
232790,Broken Age,24.99,2014-01-28 00:00:00,73,0,0,3247,700
232810,Godus,0.0,1970-01-01 00:00:00,-1,0,0,1478,4227
232890,Stronghold Crusader 2,49.99,2014-09-22 00:00:00,65,0,1,4969,2201
232910,TrackMania² Stadium,9.99,2013-06-20 00:00:00,-1,0,1,3944,548
232950,Bridge Project,19.99,2013-03-28 00:00:00,-1,0,0,93,117
232970,Thunder Wolves,9.99,2013-05-15 00:00:00,69,16,0,244,30
233110,Defense Technica,14.99,2013-10-24 00:00:00,63,0,0,50,77
233130,Shadow Warrior,39.99,2013-09-26 00:00:00,73,18,0,11792,840
233150,LUFTRAUSERS,9.99,2014-03-18 00:00:00,80,0,0,2662,226
233190,Final Exam,9.99,2013-11-05 00:00:00,66,0,1,550,90
233210,Air Conflicts: Vietnam,17.99,2013-10-02 00:00:00,43,0,1,54,125
233230,Kairo,4.99,2013-04-24 00:00:00,76,0,0,1043,360
233250,Planetary Annihilation,29.99,2014-09-05 00:00:00,62,0,1,6060,4435
233270,Far Cry 3 - Blood Dragon,14.99,2013-05-01 00:00:00,81,18,0,10527,1312
233290,Murdered: Soul Suspect,29.99,2014-06-03 00:00:00,59,17,0,7402,1193
233310,Avadon 2: The Corruption,9.99,2013-10-30 00:00:00,82,0,0,105,24
