app_id,is_multiplayer,price,rating,release_date,required_age,title
7340,0,9.99,-1,"2010-04-21 00:00:00",0,Azada
7530,0,9.99,-1,"2011-06-14 00:00:00",0,"Two Worlds II Castle Defense"
7650,0,4.99,-1,"2007-05-04 00:00:00",0,"X-COM: Terror From the Deep"
7660,0,4.99,-1,"2008-09-04 00:00:00",0,"X-COM: Apocalypse"
7730,1,4.99,-1,"2008-09-04 00:00:00",0,"X-COM: Interceptor"
7760,0,4.99,-1,"2008-09-04 00:00:00",0,"X-COM: UFO Defense"
7970,0,19.99,-1,"2008-05-16 00:00:00",0,"Cabela's® Big Game Hunter™ Trophy Bucks"
8230,0,0,-1,"2007-06-15 00:00:00",0,"Sam & Max 104: Abe Lincoln Must Die!"
8330,0,2.99,-1,"2008-06-17 00:00:00",0,"Telltale Texas Hold ‘Em"
8640,1,7.99,-1,"2009-10-16 00:00:00",0,"RACE On"
8650,0,39.99,-1,"2008-06-25 00:00:00",0,"RACE 07: Andy Priaulx Crowne Plaza Raceway (Free DLC)"
8660,1,7.99,83,"2008-09-01 00:00:00",0,"GTR Evolution Expansion Pack for RACE 07"
8690,1,2.99,-1,"2008-10-22 00:00:00",0,"STCC - The Game 1 - Expansion Pack for RACE 07"
8790,1,7.99,-1,"2012-12-12 00:00:00",0,"GTR 2 FIA GT Racing Game"
8890,1,4.99,-1,"2009-05-29 00:00:00",0,"Freedom Force vs. the Third Reich"
8970,0,4.99,-1,"2010-10-06 00:00:00",0,"Axel & Pixel"
9000,0,4.99,-1,"2007-08-03 00:00:00",0,"Spear of Destiny"
9030,1,4.99,-1,"2007-08-03 00:00:00",0,"QUAKE Mission Pack 2: Dissolution of Eternity"
9040,1,4.99,-1,"2007-08-03 00:00:00",0,"QUAKE Mission Pack 1: Scourge of Armagon"
9060,1,4.99,-1,"2007-08-03 00:00:00",0,"HeXen II"
9070,1,4.99,78,"2007-08-03 00:00:00",0,"DOOM 3 Resurrection of Evil"
9160,0,14.99,-1,"2007-08-03 00:00:00",0,"Master Levels for Doom II"
9180,0,4.99,-1,"2007-08-03 00:00:00",0,"Commander Keen"
9310,1,12.99,-1,"2007-08-07 00:00:00",17,"Warhammer® 40,000: Dawn Of War® – Winter Assault"
9450,1,12.99,-1,"2008-03-05 00:00:00",17,"Warhammer® 40,000: Dawn of War® - Soulstorm"
9850,1,14.99,-1,"2009-05-06 00:00:00",0,"Codename: Panzers - Cold War"
9960,0,5.99,-1,"2010-09-28 00:00:00",0,"Haunted House™"
9970,0,9.99,-1,"2011-05-11 00:00:00",0,"Star Raiders"
10110,0,19.99,-1,"2009-07-23 00:00:00",0,"Space Quest™ Collection"
10120,0,9.99,-1,"2009-07-23 00:00:00",0,"Aces of the Galaxy™"
10140,0,9.99,-1,"2009-07-23 00:00:00",0,"3D Ultra™ Minigolf Adventures"
10230,0,9.99,-1,"2011-10-28 00:00:00",0,"Dead Mountaineer's Hotel"
10240,0,9.99,-1,"2011-10-28 00:00:00",0,"A Stroke of Fate: Operation Valkyrie"
10250,1,9.99,-1,"2011-10-28 00:00:00",0,"PT Boats: Knights of the Sea"
10260,1,9.99,-1,"2011-10-28 00:00:00",0,"PT Boats: South Gambit"
10520,1,0,-1,"2008-08-14 00:00:00",0,"Beijing 2008™ - The Official Video Game of the Olympic Games"
11130,0,9.99,-1,"2009-08-06 00:00:00",0,"Sherlock Holmes: The Mystery of the Mummy"
11180,0,9.99,-1,"1970-01-01 00:00:00",0,"Sherlock Holmes: The Mystery of the Persian Carpet"
11230,1,2.99,-1,"2008-05-19 00:00:00",0,"Gumboy Tournament"
11240,1,4.99,-1,"2008-10-23 00:00:00",0,"Space Trader: Merchant Marine"
11280,1,5.99,-1,"2008-12-18 00:00:00",0,"Penguins Arena: Sedna's World"
11330,0,4.99,-1,"2009-03-19 00:00:00",0,Obulis
11360,0,4.99,-1,"2009-07-01 00:00:00",0,Chains
11390,0,9.99,-1,"2009-08-27 00:00:00",0,"Crash Time 2"
11610,1,0,-1,"2012-12-18 00:00:00",0,"Dragon Nest"
11920,0,7.99,-1,"2008-04-18 00:00:00",0,"LUMINES™ Advance Pack"
12170,0,0,-1,"2008-01-04 00:00:00",0,"Grand Theft Auto"
12180,0,0,-1,"2008-01-04 00:00:00",0,"Grand Theft Auto 2"
12220,1,19.99,-1,"2010-04-12 00:00:00",17,"Grand Theft Auto: Episodes from Liberty City"
12370,0,19.99,-1,"2006-07-06 00:00:00",0,"Jagged Alliance 2 Gold"
12380,0,19.99,-1,"2006-07-06 00:00:00",0,"Jagged Alliance 2 Gold"
12390,1,14.99,-1,"2008-10-24 00:00:00",0,"Exodus from the Earth "
12430,0,4.99,-1,"2009-02-23 00:00:00",0,"SlamIt Pinball Big Score"
12440,0,4.99,-1,"2009-06-16 00:00:00",0,"Ankh 2: Heart of Osiris "
12450,0,9.99,-1,"2009-06-16 00:00:00",0,"Ankh 3: Battle of the Gods"
12460,1,4.99,-1,"2009-06-16 00:00:00",0,"BC Kings"
12480,0,9.99,-1,"2009-12-03 00:00:00",0,"9th Company: Roots Of Terror"
12510,0,9.99,-1,"2008-01-29 00:00:00",0,"Prison Tycoon 3™: Lockdown"
12520,0,9.99,-1,"2008-01-29 00:00:00",0,"18 Wheels of Steel: American Long Haul"
12530,0,9.99,-1,"2008-01-29 00:00:00",0,"Hunting Unlimited™ 2008"
12540,0,9.99,-1,"2008-07-29 00:00:00",0,"Mahjongg Investigations: Under Suspicion"
12560,0,9.99,-1,"2008-07-29 00:00:00",0,"Ride! Carnival Tycoon"
12570,0,9.99,-1,"2008-07-29 00:00:00",0,"Hot Dish"
12580,0,9.99,-1,"2008-07-29 00:00:00",0,"Dr. Daisy Pet Vet"
12590,1,9.99,-1,"2008-07-29 00:00:00",0,"Sprint Cars Road to Knoxville"
12600,0,9.99,-1,"2008-07-29 00:00:00",0,"Midnight Outlaw: 6 Hours to SunUp"
12670,0,9.99,-1,"2009-07-17 00:00:00",0,"Mission Runway"
12690,0,9.99,-1,"1970-01-01 00:00:00",0,"Hunting Unlimited 2010"
12710,0,9.99,-1,"2009-11-12 00:00:00",0,"Overlord™: Raising Hell"
13250,1,9.99,-1,"2008-03-17 00:00:00",0,"Unreal Gold"
15130,0,9.99,-1,"2008-05-13 00:00:00",0,"Beyond Good and Evil™"
15140,0,9.99,-1,"2008-06-13 00:00:00",0,"Petz® Dogz® 2"
15150,0,9.99,-1,"2008-06-13 00:00:00",0,"Petz® Catz® 2"
15160,0,9.99,-1,"2008-06-13 00:00:00",0,"Petz® Horsez® 2"
15240,1,9.99,-1,"2008-06-13 00:00:00",0,"Silent Hunter®: Wolves of the Pacific U-Boat Missions"
15350,1,9.99,-1,"2008-10-10 00:00:00",0,"Brain Spa"
15400,0,7.99,-1,"2009-01-23 00:00:00",0,"Harvest: Massive Encounter"
15500,0,9.99,-1,"2008-07-17 00:00:00",0,"The Wonderful End of the World"
15540,0,9.99,-1,"1970-01-01 00:00:00",0,"1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)"
15560,0,9.99,-1,"2011-11-23 00:00:00",0,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome"
15700,0,2.99,-1,"2008-08-28 00:00:00",0,"Oddworld: Abe's Oddysee®"
